Model,Scenario,Region,Variable,Unit,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Electricity|Solar|PV,EJ/yr,0.0014391,0.0014391,0.02674,1.153827065,1.267775427,2.843679154,3.830539705,4.773581331,5.812066823,6.950107798,7.985254871
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Electricity|Wind,EJ/yr,0.0029952,0.002734187,0.067231325,0.136324811,1.665968875,4.143899866,5.974489445,8.763469375,12.4065422,17.16019556,22.58843148
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Electricity|Wind|Offshore,EJ/yr,0,0,0,0,0,0,0,0.5297465,0.745472472,1.635170192,2.394365065
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Electricity|Wind|Onshore,EJ/yr,0,0,0.065019163,0.134850036,1.665231488,4.143899866,5.974489445,8.233722875,11.66106973,15.52502537,20.19406642
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Gases,EJ/yr,7.51702456,8.958554869,7.490940659,3.939037353,5.36561537,8.107981581,10.77420853,12.01267762,12.43121102,12.15835029,10.61842868
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Heat,EJ/yr,0,0.014273691,0.056796447,0.092392121,0.127149898,0.194707857,0.253529479,0.324935639,0.379100289,0.444853285,0.512719548
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Hydrogen,EJ/yr,0,0,0.027118032,0.044155701,0.052834313,0.03160496,0.039241098,0.054262743,0.06045349,0.073947622,0.09096662
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Hydrogen|Fossil,EJ/yr,0,0,0.027118032,0.044155701,0.052834313,0.03160496,0.039241098,0.054262743,0.06045349,0.073947622,0.09096662
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Hydrogen|Fossil|w/ CCS,EJ/yr,0,0,0,0.008930122,0.052834313,0.03160496,0.039241098,0.054262743,0.06045349,0.073947622,0.09096662
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Hydrogen|Fossil|w/o CCS,EJ/yr,0,0,0.027118032,0.035225579,0,0,0,0,0,0,0
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Liquids,EJ/yr,20.32974453,21.46501124,20.28037717,12.6334149,6.369098149,1.822737878,8.154117228,8.154117228,7.751047266,9.239245326,9.239245326
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Liquids|Biomass,EJ/yr,0,0,0,0.026652765,0.026652765,0,0,0,0,0,0
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Liquids|Biomass|w/ CCS,EJ/yr,0,0,0,0.026652765,0.026652765,0,0,0,0,0,0
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Liquids|Oil,EJ/yr,20.32974453,21.46501124,20.28037717,12.60676214,6.342445384,1.822737878,8.154117228,8.154117228,7.751047266,9.239245326,9.239245326
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Solids,EJ/yr,5.943748752,7.059308997,9.47794842,12.12747615,17.89503304,6.575163048,14.96616549,28.46773238,13.06451018,15.58350589,18.1910968
TIAM_Grantham,D3_HP_PriceShock,AUS,Capacity|Electricity,GW,54.38709866,55.97911756,81.3509314,119.1908637,132.5523571,148.5322065,192.9358806,220.6263118,245.2255017,272.3832358,308.2718005
TIAM_Grantham,D3_HP_PriceShock,AUS,Capacity|Electricity|Biomass,GW,0.199086758,0.573981123,0.539282836,1.168572802,1.731355619,1.544008784,0.86570571,0,1.430841431,3.256997971,3.256997971
TIAM_Grantham,D3_HP_PriceShock,AUS,Capacity|Electricity|Biomass|w/o CCS,GW,0.199086758,0.573981123,0.539282836,0.490269727,0.187346835,0,0,0,0,0,0
TIAM_Grantham,D3_HP_PriceShock,AUS,Capacity|Electricity|Coal,GW,28.2019121,28.2019121,28.2019121,27.96521473,18.45931654,0,0,0,0,0,0
TIAM_Grantham,D3_HP_PriceShock,AUS,Capacity|Electricity|Coal|w/o CCS,GW,28.2019121,28.2019121,28.2019121,27.96521473,18.45931654,0,0,0,0,0,0
TIAM_Grantham,D3_HP_PriceShock,AUS,Capacity|Electricity|Gas,GW,7.01593101,8.098648691,8.098648691,6.47466167,1.781986713,0,1.382279966,1.449916101,1.449916101,1.24384719,1.791374865
TIAM_Grantham,D3_HP_PriceShock,AUS,Capacity|Electricity|Gas|w/o CCS,GW,7.01593101,8.098648691,8.098648691,6.47466167,1.781986713,0,1.382279966,1.449916101,1.449916101,1.24384719,1.791374865
TIAM_Grantham,D3_HP_PriceShock,AUS,Capacity|Electricity|Geothermal,GW,1.612442922,1.471928789,1.190900522,1.078704536,0.791353024,3.289136689,7.357763079,7.880448849,7.880448849,5.095313672,2.327745328
TIAM_Grantham,D3_HP_PriceShock,AUS,Capacity|Electricity|Hydro,GW,15.8474519,16.11738825,16.11738825,17.11022628,17.49536665,18.94892293,19.15513507,19.40283155,19.59239638,20.08536108,20.39103588
TIAM_Grantham,D3_HP_PriceShock,AUS,Capacity|Electricity|Nuclear,GW,0,0,1.258132629,1.578028472,2.156265855,4.894499657,7.288588952,8.656773212,10.13967231,11.27469633,12.04972095
TIAM_Grantham,D3_HP_PriceShock,AUS,Capacity|Electricity|Oil,GW,0.649543379,0.662266614,1.092917781,3.317358384,4.2684958,7.428560894,10.00129405,12.55280173,15.16312707,17.415967,20.17438604
